age,anciennete_mois,montant_mensuel,nombre_services,appels_support,score_satisfaction,type_contrat,contrat_mensuel,contrat_un_an,contrat_deux_ans,churn
57,56,69.2913480674703,4,2,4,mensuel,1,0,0,1
50,42,84.38046747237576,4,2,4,deux_ans,0,0,1,0
26,61,73.89238744802824,2,1,1,mensuel,1,0,0,0
60,42,85.81818700612226,1,2,1,mensuel,1,0,0,1
71,56,68.42923682453194,1,1,10,mensuel,1,0,0,0
65,36,58.99236518960458,5,0,2,mensuel,1,0,0,0
56,68,68.88405724312491,5,0,2,mensuel,1,0,0,0
46,7,48.27644237025406,2,0,1,deux_ans,0,0,1,0
59,54,57.40306142176182,1,4,8,mensuel,1,0,0,0
72,1,68.55142617280075,2,3,6,mensuel,1,0,0,1
43,44,68.28636663802024,5,3,6,mensuel,1,0,0,0
52,45,62.87162239994023,5,0,10,deux_ans,0,0,1,0
67,47,37.236305796515865,4,2,10,deux_ans,0,0,1,0
42,13,77.72819092841429,2,2,9,un_an,0,1,0,1
41,22,81.68456813199099,2,2,5,deux_ans,0,0,1,0
30,21,97.87380990504477,1,3,4,un_an,0,1,0,0
24,9,73.83551993177463,1,2,6,deux_ans,0,0,1,0
74,26,65.02923668382967,4,1,8,un_an,0,1,0,0
53,9,44.739409807797,3,1,1,mensuel,1,0,0,1
62,15,94.8403573872211,3,0,7,mensuel,1,0,0,0
37,10,69.95665953748048,3,1,8,un_an,0,1,0,0
18,42,68.86746347650913,2,1,9,mensuel,1,0,0,1
25,24,59.91887603642296,2,1,8,mensuel,1,0,0,0
63,49,58.64060867130276,5,0,7,un_an,0,1,0,0
33,26,78.76533468101694,2,0,3,deux_ans,0,0,1,0
31,37,44.57118754682816,2,2,2,mensuel,1,0,0,0
29,68,97.50863718317561,2,3,3,un_an,0,1,0,0
68,50,93.15052915076744,4,1,4,un_an,0,1,0,0
40,24,57.918769062658214,2,2,4,deux_ans,0,0,1,0
32,19,47.72270868253915,1,1,6,deux_ans,0,0,1,0
45,60,24.69588023289171,1,2,7,un_an,0,1,0,0
51,39,39.97172255031546,5,1,4,mensuel,1,0,0,1
19,18,79.59822985765749,4,2,10,mensuel,1,0,0,0
49,19,71.30683717801307,1,1,6,mensuel,1,0,0,0
40,36,74.87307130612176,4,1,9,un_an,0,1,0,0
39,55,28.088407293516767,4,2,6,deux_ans,0,0,1,0
68,69,57.083687597946714,5,2,3,un_an,0,1,0,0
42,47,92.34545612564165,4,2,1,mensuel,1,0,0,1
39,49,63.079451893612934,2,1,10,un_an,0,1,0,0
39,33,39.554105307520295,4,1,10,mensuel,1,0,0,0
66,21,62.76795338314197,5,0,5,mensuel,1,0,0,0
69,22,49.579651632695004,5,2,10,mensuel,1,0,0,0
59,48,71.67358119890794,5,3,10,mensuel,1,0,0,0
23,37,65.4109075777543,1,1,3,un_an,0,1,0,0
32,15,75.86593328164581,2,1,8,mensuel,1,0,0,0
71,35,40.641527464697745,1,0,10,mensuel,1,0,0,0
60,71,56.02566862669802,3,0,1,deux_ans,0,0,1,0
54,32,86.80868682798219,2,0,2,mensuel,1,0,0,0
50,11,37.91439891129037,4,0,3,mensuel,1,0,0,0
25,10,44.93775967920043,5,0,3,mensuel,1,0,0,0
70,57,68.98594619984128,3,2,8,mensuel,1,0,0,0
61,25,70.73459678167583,2,2,5,mensuel,1,0,0,0
61,2,55.2230031451446,1,2,8,mensuel,1,0,0,0
22,64,59.431342347223,5,1,6,un_an,0,1,0,0
56,35,75.66451123111284,1,1,2,mensuel,1,0,0,1
21,7,81.99270003519734,2,1,4,mensuel,1,0,0,1
23,18,43.615566694204816,2,1,9,deux_ans,0,0,1,0
62,67,72.286390412559,3,0,4,mensuel,1,0,0,0
49,42,95.24032000011445,4,2,5,deux_ans,0,0,1,0
69,39,62.68215877277735,1,1,5,mensuel,1,0,0,0
47,41,43.40321692422962,3,0,10,mensuel,1,0,0,0
64,24,42.47816182345567,5,0,8,un_an,0,1,0,0
52,60,61.785251173762724,4,1,6,mensuel,1,0,0,0
72,46,85.71694609735238,3,0,10,mensuel,1,0,0,0
57,19,64.18488300306758,1,1,7,un_an,0,1,0,0
69,68,68.78463959811856,2,1,6,mensuel,1,0,0,0
33,42,45.07316635652392,5,2,5,un_an,0,1,0,0
30,32,84.66235265953095,1,1,5,deux_ans,0,0,1,1
67,39,42.0868285766929,4,1,3,mensuel,1,0,0,0
59,36,54.910070314567335,4,0,7,un_an,0,1,0,0
47,36,77.59829724092589,2,2,10,mensuel,1,0,0,0
36,3,24.211370033601362,2,1,5,deux_ans,0,0,1,0
34,8,68.47922299371416,5,2,7,un_an,0,1,0,0
73,70,44.218528672164375,5,2,2,deux_ans,0,0,1,0
36,41,65.33098797818226,2,0,9,mensuel,1,0,0,0
45,68,57.95888784576127,2,3,8,un_an,0,1,0,0
72,13,107.11669650696976,4,0,5,mensuel,1,0,0,1
43,49,57.137576216001875,2,2,2,mensuel,1,0,0,0
54,60,101.85302745766685,3,1,6,deux_ans,0,0,1,0
43,2,76.7390458236675,1,1,8,mensuel,1,0,0,0
70,60,48.970820585405434,2,5,7,deux_ans,0,0,1,0
40,5,71.61621850519514,5,2,8,mensuel,1,0,0,0
26,44,58.91180507324376,3,2,4,un_an,0,1,0,0
29,27,69.84314981482467,5,1,3,mensuel,1,0,0,0
70,32,50.72218025133466,3,0,7,mensuel,1,0,0,0
18,21,98.80355266691916,2,1,2,mensuel,1,0,0,0
18,8,83.5079618159345,1,1,5,un_an,0,1,0,1
64,50,65.63563136323182,5,2,7,mensuel,1,0,0,0
51,67,99.58229536139068,3,2,1,un_an,0,1,0,1
49,44,66.48558488165698,4,0,4,mensuel,1,0,0,0
71,58,86.95249929722328,2,3,2,mensuel,1,0,0,0
65,3,65.76601175044848,1,1,6,mensuel,1,0,0,0
42,70,72.87775189621156,2,0,1,mensuel,1,0,0,0
57,2,63.37122438114441,4,3,7,un_an,0,1,0,0
62,44,66.90602707747874,1,2,3,deux_ans,0,0,1,0
70,2,68.41063720775998,4,0,1,mensuel,1,0,0,1
18,35,51.605363350232125,2,0,8,un_an,0,1,0,0
33,30,56.97862666153824,3,3,7,un_an,0,1,0,0
56,8,60.66489967027656,2,0,2,mensuel,1,0,0,1
22,22,69.59422033604594,2,4,7,mensuel,1,0,0,0
39,44,64.38841960993065,2,2,3,mensuel,1,0,0,0
46,58,88.46065067651415,5,1,9,mensuel,1,0,0,0
72,36,81.94236637959281,4,0,8,mensuel,1,0,0,0
20,69,61.07344887949255,4,0,5,mensuel,1,0,0,0
29,31,92.63567794903878,4,0,7,un_an,0,1,0,0
43,47,102.46041247150913,5,1,3,mensuel,1,0,0,0
33,55,24.12347410155766,3,2,1,mensuel,1,0,0,0
68,62,83.64580170132558,2,0,1,mensuel,1,0,0,0
54,30,51.140316053370015,3,2,2,mensuel,1,0,0,0
39,55,81.01496042646599,5,4,8,mensuel,1,0,0,0
74,16,89.76475881292863,4,1,1,deux_ans,0,0,1,0
46,12,47.46014810978896,2,1,5,mensuel,1,0,0,0
31,17,27.95345801968479,1,1,9,un_an,0,1,0,0
45,16,81.7086817643173,1,4,9,mensuel,1,0,0,0
22,12,67.70804964967223,3,3,2,un_an,0,1,0,0
64,8,31.631224921947435,4,2,7,un_an,0,1,0,0
66,3,115.59129010925645,1,3,1,mensuel,1,0,0,0
47,16,77.48838824513103,3,4,3,un_an,0,1,0,1
63,30,78.40200080250304,5,3,6,mensuel,1,0,0,0
69,23,92.31635505124098,3,2,9,un_an,0,1,0,0
22,5,53.38352094306996,3,1,10,mensuel,1,0,0,0
29,65,67.60908224177354,3,1,2,deux_ans,0,0,1,0
33,30,38.61356172440474,2,0,7,un_an,0,1,0,0
43,21,52.84103105429631,3,1,4,deux_ans,0,0,1,0
43,70,72.71320000938475,3,1,2,mensuel,1,0,0,1
65,22,31.694306657350957,2,2,3,mensuel,1,0,0,0
38,32,52.274209086438375,2,2,6,un_an,0,1,0,0
56,33,46.44132080124559,5,0,10,deux_ans,0,0,1,0
53,16,67.8418449124069,4,1,9,deux_ans,0,0,1,0
50,38,76.49402523330697,1,2,8,mensuel,1,0,0,0
47,14,79.84305608752913,1,0,10,un_an,0,1,0,0
54,36,84.97633289556302,3,1,9,mensuel,1,0,0,0
40,23,92.44233693144741,5,1,4,mensuel,1,0,0,1
27,66,77.14490907366812,3,0,4,mensuel,1,0,0,0
71,2,102.74671797788831,1,2,9,mensuel,1,0,0,0
22,65,67.39005042529364,2,2,8,deux_ans,0,0,1,0
53,67,61.53357691498905,4,1,2,mensuel,1,0,0,0
51,52,77.1461472672008,5,1,8,un_an,0,1,0,0
69,62,60.671776500148226,2,5,1,un_an,0,1,0,0
48,23,102.05129457550099,4,4,9,mensuel,1,0,0,0
27,26,87.61966946270424,5,2,9,mensuel,1,0,0,0
36,68,80.00556288399028,5,0,8,un_an,0,1,0,0
49,55,67.62838688082702,1,1,5,mensuel,1,0,0,1
18,6,56.85045657170274,2,1,5,un_an,0,1,0,0
73,35,79.02650009135519,5,2,3,deux_ans,0,0,1,0
22,22,42.45805096306082,5,0,5,mensuel,1,0,0,0
62,43,95.68727066882042,4,0,4,mensuel,1,0,0,1
21,15,61.44726589229253,1,3,1,mensuel,1,0,0,0
33,60,71.10213466481459,3,1,9,un_an,0,1,0,0
41,12,46.807978476134224,1,1,10,mensuel,1,0,0,0
33,49,79.45972526238442,3,0,4,mensuel,1,0,0,1
72,42,55.92516774323343,2,1,3,mensuel,1,0,0,0
19,38,77.98457580610196,2,2,6,deux_ans,0,0,1,0
66,45,80.14786937954779,5,0,1,mensuel,1,0,0,1
45,35,52.04735772822919,2,1,5,mensuel,1,0,0,0
49,30,42.529417581720104,5,2,7,deux_ans,0,0,1,0
44,30,95.6379983308909,1,1,2,un_an,0,1,0,0
37,6,61.15401931941836,2,2,10,un_an,0,1,0,0
41,67,69.49697632091276,1,0,9,un_an,0,1,0,0
29,7,74.70929049293484,1,2,6,deux_ans,0,0,1,0
67,52,39.92599740203559,2,3,2,un_an,0,1,0,0
52,14,74.25332273639775,1,2,8,deux_ans,0,0,1,0
50,15,66.98253072309274,2,3,8,un_an,0,1,0,0
50,21,52.12938604591218,2,3,1,un_an,0,1,0,0
68,35,41.86928030324542,2,3,1,mensuel,1,0,0,1
60,66,77.1177109591454,3,2,1,mensuel,1,0,0,1
54,2,87.55424016389759,1,1,4,un_an,0,1,0,0
29,35,68.57181034785606,4,0,4,mensuel,1,0,0,0
20,20,36.31069316300626,2,0,8,un_an,0,1,0,0
18,10,43.853343656505395,1,1,1,mensuel,1,0,0,0
50,25,56.357525813518926,5,0,10,un_an,0,1,0,0
57,66,96.292394823215,2,2,3,mensuel,1,0,0,0
27,25,60.064986758022485,2,3,1,un_an,0,1,0,1
60,54,55.628621544036,4,2,9,un_an,0,1,0,0
61,33,31.530304006477706,3,2,10,mensuel,1,0,0,0
46,36,51.86630419779778,3,1,9,mensuel,1,0,0,0
30,14,40.3412729201834,2,0,7,mensuel,1,0,0,0
29,65,44.936403381544,1,1,8,mensuel,1,0,0,0
48,54,67.39901360317485,5,2,1,mensuel,1,0,0,0
63,52,56.97671588777645,5,3,5,mensuel,1,0,0,0
19,3,98.98988905342691,1,1,2,deux_ans,0,0,1,0
68,41,86.56006745414953,2,1,1,mensuel,1,0,0,0
67,6,52.822321243793226,5,1,3,un_an,0,1,0,0
52,25,46.6636431651897,3,1,7,mensuel,1,0,0,0
40,13,92.65283871328386,1,2,1,un_an,0,1,0,0
34,8,98.20084978966966,4,0,2,mensuel,1,0,0,0
43,21,21.115035129089357,2,3,2,un_an,0,1,0,0
25,68,66.85715247943403,1,2,4,un_an,0,1,0,0
46,25,59.96243384206546,5,2,3,un_an,0,1,0,0
43,68,77.98240280119873,2,1,3,mensuel,1,0,0,0
27,45,103.85336248323009,3,2,10,un_an,0,1,0,0
43,60,55.31885961344403,2,3,5,mensuel,1,0,0,0
51,12,23.78602970672172,2,1,3,mensuel,1,0,0,0
68,32,76.58015400298527,3,3,7,mensuel,1,0,0,0
58,13,92.79928137208405,3,0,5,mensuel,1,0,0,1
24,31,58.9248043696045,2,3,4,mensuel,1,0,0,1
21,20,50.89925039720678,3,3,3,un_an,0,1,0,0
70,18,56.254811892446014,1,2,4,mensuel,1,0,0,0
67,60,82.00410734262469,3,1,2,mensuel,1,0,0,0
62,63,55.91078117430039,3,1,1,mensuel,1,0,0,0
28,6,71.5752060068569,2,2,3,un_an,0,1,0,0
46,32,65.5560583147988,1,1,2,un_an,0,1,0,0
73,43,63.492407751544675,4,3,1,mensuel,1,0,0,1
53,2,79.02584653504465,4,4,1,un_an,0,1,0,0
42,60,55.42840200271611,5,3,2,mensuel,1,0,0,0
38,23,56.388268796354424,3,1,9,mensuel,1,0,0,0
74,31,80.95205699999508,3,1,5,mensuel,1,0,0,0
53,5,45.26149351662695,1,1,9,un_an,0,1,0,0
27,34,47.39559618355346,4,1,8,un_an,0,1,0,0
54,10,39.79371417312813,5,1,6,mensuel,1,0,0,0
26,2,81.98021826553106,1,1,1,mensuel,1,0,0,0
41,11,62.89526063837465,3,1,10,mensuel,1,0,0,0
52,50,38.72769707841867,4,1,5,un_an,0,1,0,0
66,31,82.07617124618137,5,4,1,deux_ans,0,0,1,0
52,56,53.88915676849129,2,0,7,mensuel,1,0,0,0
65,9,47.5664384232623,4,3,10,mensuel,1,0,0,0
53,21,61.08642882246096,5,1,8,un_an,0,1,0,0
35,28,94.57447218935783,1,2,8,un_an,0,1,0,0
66,62,57.1007560700686,2,2,7,deux_ans,0,0,1,0
56,7,76.50677728231169,5,1,2,un_an,0,1,0,1
49,16,79.54160040901908,5,1,5,deux_ans,0,0,1,0
41,4,73.86546596012812,3,3,4,mensuel,1,0,0,0
40,4,90.42143299348524,4,1,5,mensuel,1,0,0,0
49,40,50.857679907354424,3,1,10,mensuel,1,0,0,0
54,17,44.13330313899328,2,1,9,un_an,0,1,0,0
29,52,43.740666879500104,5,0,4,mensuel,1,0,0,0
66,52,62.110631694004134,3,0,8,mensuel,1,0,0,0
72,36,46.05906684318942,4,1,8,mensuel,1,0,0,0
30,38,67.95081823730656,2,2,2,mensuel,1,0,0,1
40,50,66.53976839449787,1,1,6,deux_ans,0,0,1,0
42,63,85.37146606372082,3,2,5,mensuel,1,0,0,0
52,63,70.8228861647208,2,1,2,mensuel,1,0,0,0
58,62,56.676962882771036,1,0,10,un_an,0,1,0,0
47,7,73.21698408865366,3,1,4,mensuel,1,0,0,0
34,27,44.39611960204118,2,3,7,un_an,0,1,0,0
66,14,64.23718623951366,2,2,1,un_an,0,1,0,0
37,71,71.38802467191161,3,1,9,deux_ans,0,0,1,0
65,5,67.58635196300253,2,2,10,deux_ans,0,0,1,0
42,55,73.30130189871969,5,0,1,mensuel,1,0,0,0
39,2,52.119079685744175,3,1,5,un_an,0,1,0,0
30,62,88.04062805619031,2,0,7,mensuel,1,0,0,0
36,21,101.44337898791414,1,1,8,mensuel,1,0,0,0
66,21,32.94647710282811,1,1,2,mensuel,1,0,0,0
53,10,40.68804008091504,5,2,4,mensuel,1,0,0,0
29,58,65.86166016048772,3,0,2,deux_ans,0,0,1,0
58,39,59.868980388942525,2,2,4,mensuel,1,0,0,0
36,5,102.92824811545565,2,0,6,un_an,0,1,0,0
29,65,69.39568646848922,1,2,6,mensuel,1,0,0,0
26,13,92.85090507451915,5,1,2,mensuel,1,0,0,1
24,53,24.017522270927998,1,1,4,deux_ans,0,0,1,0
45,45,81.28338966664704,1,1,4,mensuel,1,0,0,0
31,32,50.68966361483358,5,1,1,un_an,0,1,0,1
48,36,50.36914860760685,3,0,2,mensuel,1,0,0,1
69,60,60.03283947175752,2,1,3,mensuel,1,0,0,0
36,11,36.50832720537816,3,2,5,mensuel,1,0,0,0
64,63,73.85571050643705,4,0,8,un_an,0,1,0,0
33,21,68.8142993343359,4,1,6,mensuel,1,0,0,0
70,52,70.32384496374542,4,1,3,mensuel,1,0,0,0
22,55,82.74062044265813,5,1,6,mensuel,1,0,0,0
52,26,95.29564092388307,1,0,7,un_an,0,1,0,0
29,68,57.72577901824906,3,0,6,un_an,0,1,0,0
42,34,74.54701279472947,2,0,10,un_an,0,1,0,0
69,52,70.85976416669959,4,2,6,mensuel,1,0,0,0
38,52,72.5522901265788,3,0,1,deux_ans,0,0,1,0
53,29,72.85195328931967,4,3,3,un_an,0,1,0,0
70,38,96.81006689129677,4,3,7,un_an,0,1,0,0
40,42,55.80646263021413,2,1,4,un_an,0,1,0,0
33,21,34.48528193592636,5,1,4,un_an,0,1,0,0
74,42,51.042524627682255,1,2,7,mensuel,1,0,0,0
56,13,80.1453386707081,5,2,9,deux_ans,0,0,1,0
62,64,65.46659017294354,3,3,2,deux_ans,0,0,1,0
70,17,55.64801319010008,5,3,9,mensuel,1,0,0,0
59,9,43.47005463180716,3,2,3,mensuel,1,0,0,1
56,41,69.42572243461065,3,3,6,deux_ans,0,0,1,0
31,1,77.89012550547618,1,0,4,mensuel,1,0,0,1
48,2,71.11744110192056,2,1,1,deux_ans,0,0,1,0
22,60,59.93339337690107,1,0,9,mensuel,1,0,0,0
52,48,67.93282568594925,5,1,6,mensuel,1,0,0,0
40,29,67.81685933114831,3,1,8,mensuel,1,0,0,0
46,10,68.79393862435325,4,2,2,mensuel,1,0,0,0
60,58,41.3139009796176,4,0,7,mensuel,1,0,0,0
28,60,68.94652701229755,3,2,6,mensuel,1,0,0,0
35,21,56.18807063067611,1,1,2,un_an,0,1,0,1
64,28,85.81237212019518,2,2,2,deux_ans,0,0,1,0
29,34,67.65837283500548,1,0,4,mensuel,1,0,0,0
26,8,81.70958443645785,3,0,4,mensuel,1,0,0,1
27,59,58.96437225900495,3,0,3,mensuel,1,0,0,0
61,49,59.68572324777083,2,1,8,mensuel,1,0,0,0
34,17,94.88502492512664,5,1,7,mensuel,1,0,0,0
55,60,73.72670376831016,5,2,2,mensuel,1,0,0,0
24,45,50.70970935188522,2,1,3,mensuel,1,0,0,0
63,69,82.93948877240949,5,1,10,mensuel,1,0,0,0
30,32,54.33390533144259,4,3,9,mensuel,1,0,0,1
57,44,69.51396275623046,5,2,5,un_an,0,1,0,0
59,65,101.73349261718809,5,1,2,mensuel,1,0,0,1
26,8,36.37435224723892,5,1,3,deux_ans,0,0,1,1
67,43,61.48436156466927,4,2,8,deux_ans,0,0,1,0
44,1,73.16543281804061,5,0,4,deux_ans,0,0,1,0
19,51,80.29396669329348,4,2,2,deux_ans,0,0,1,0
22,24,40.175321852782545,2,1,2,mensuel,1,0,0,0
46,24,34.28419462849964,1,2,6,mensuel,1,0,0,0
54,17,86.81498703980853,2,2,8,mensuel,1,0,0,0
55,5,50.59170286392325,1,1,7,un_an,0,1,0,0
36,20,49.7543498400537,2,2,4,deux_ans,0,0,1,0
25,21,96.00499345544333,1,0,2,deux_ans,0,0,1,0
65,58,66.39404629463645,1,2,9,mensuel,1,0,0,0
62,31,66.52476455363148,3,0,4,un_an,0,1,0,0
18,11,61.404011096969356,1,1,9,mensuel,1,0,0,0
39,52,40.5203586651366,1,2,5,mensuel,1,0,0,0
69,15,78.51393898788776,3,4,7,un_an,0,1,0,0
34,7,73.18901043851247,5,1,5,mensuel,1,0,0,0
24,28,68.37382650678865,5,0,2,deux_ans,0,0,1,0
42,51,62.67353921447484,3,0,6,mensuel,1,0,0,1
62,58,59.153607013234264,4,2,7,deux_ans,0,0,1,0
21,5,83.2496677909483,1,3,6,mensuel,1,0,0,1
53,5,62.1741387358781,1,1,3,un_an,0,1,0,0
23,8,63.718779229322216,3,0,10,un_an,0,1,0,0
48,64,75.59786309767547,3,1,8,deux_ans,0,0,1,0
36,10,69.15921861360772,4,0,3,mensuel,1,0,0,1
61,38,97.84552115080876,5,2,5,deux_ans,0,0,1,0
71,8,29.77266445053391,2,1,9,mensuel,1,0,0,0
56,25,70.99814876734526,5,1,5,mensuel,1,0,0,1
44,66,50.88788439055662,1,2,7,mensuel,1,0,0,0
27,50,46.15826930490141,3,1,7,un_an,0,1,0,0
43,67,55.85871587911305,4,3,5,mensuel,1,0,0,0
36,49,66.09358816963523,5,2,2,un_an,0,1,0,0
56,36,66.9813815184682,4,1,5,un_an,0,1,0,0
20,68,34.65387568643014,5,3,7,mensuel,1,0,0,0
62,41,54.17832340644361,1,0,7,deux_ans,0,0,1,1
30,62,70.62443102952918,2,2,4,mensuel,1,0,0,0
67,10,47.46139098432691,4,2,1,deux_ans,0,0,1,0
45,21,42.704321905669694,4,0,6,mensuel,1,0,0,0
37,36,20.0,2,0,3,mensuel,1,0,0,0
45,12,51.73613103249282,4,2,5,mensuel,1,0,0,0
25,2,42.007416020983726,4,3,4,mensuel,1,0,0,0
58,13,45.32134233779884,5,2,2,mensuel,1,0,0,0
56,53,59.56359393440694,5,2,7,mensuel,1,0,0,0
18,32,53.003422469142045,2,0,5,mensuel,1,0,0,0
20,16,41.67524212281388,1,1,7,mensuel,1,0,0,0
30,32,22.68316869533546,4,1,9,mensuel,1,0,0,0
45,32,71.04622610295286,1,0,4,un_an,0,1,0,0
74,11,80.05654427616946,2,1,5,un_an,0,1,0,0
66,10,57.06510042011253,2,0,9,deux_ans,0,0,1,0
42,15,59.68448607091446,5,2,10,un_an,0,1,0,0
73,17,65.05621031372246,4,2,4,un_an,0,1,0,0
50,40,96.57567153224504,3,2,5,un_an,0,1,0,0
55,18,33.64584412348458,2,0,5,mensuel,1,0,0,0
70,55,56.71020548254861,4,2,8,un_an,0,1,0,0
23,25,30.56054071734561,1,1,4,mensuel,1,0,0,0
61,59,72.24636917471118,5,0,4,deux_ans,0,0,1,0
62,22,62.120832124239776,1,1,7,un_an,0,1,0,1
49,30,69.05984225872155,2,0,5,mensuel,1,0,0,0
62,44,68.06245125182153,2,4,6,un_an,0,1,0,0
64,32,84.81416507407032,1,3,6,mensuel,1,0,0,0
38,51,75.76265929136932,2,5,6,mensuel,1,0,0,1
33,46,81.61015915320175,4,0,10,mensuel,1,0,0,0
71,21,43.68930620206112,2,2,5,un_an,0,1,0,0
38,32,88.86341729950288,5,2,5,un_an,0,1,0,0
28,39,50.55274521022001,4,0,9,un_an,0,1,0,0
54,12,51.702609147520384,3,2,8,mensuel,1,0,0,0
53,47,70.41685154705989,2,2,4,mensuel,1,0,0,0
52,18,71.03836526098553,2,0,7,un_an,0,1,0,0
36,21,43.56286395535043,5,2,8,mensuel,1,0,0,1
37,13,61.53441416452206,5,0,9,un_an,0,1,0,0
74,21,94.76470633738953,1,3,5,mensuel,1,0,0,0
35,8,35.6332687693181,1,2,3,mensuel,1,0,0,0
64,46,94.70438482025452,1,1,4,mensuel,1,0,0,0
58,7,60.1660309716702,5,3,10,un_an,0,1,0,0
66,23,20.0,1,2,6,mensuel,1,0,0,0
31,22,37.66536533034187,1,1,10,mensuel,1,0,0,0
32,22,45.73044924529613,3,1,5,mensuel,1,0,0,0
48,29,52.52141398434516,1,1,9,mensuel,1,0,0,0
18,13,62.90573482749324,2,1,3,mensuel,1,0,0,1
70,2,20.0,5,3,2,mensuel,1,0,0,0
71,29,68.73608784955307,4,2,6,un_an,0,1,0,0
71,52,43.898189833502315,3,2,7,mensuel,1,0,0,0
20,27,92.81045143202117,5,2,5,un_an,0,1,0,1
33,50,59.59646558512051,5,0,1,un_an,0,1,0,0
40,23,83.85692343465459,2,1,3,mensuel,1,0,0,0
74,44,87.20697959828587,1,0,3,mensuel,1,0,0,0
28,22,86.66546486932432,2,2,4,deux_ans,0,0,1,0
29,43,53.671865140750285,1,2,10,mensuel,1,0,0,1
27,37,53.415996845573524,1,3,6,mensuel,1,0,0,0
49,61,60.5005340142337,5,0,5,mensuel,1,0,0,0
33,56,77.72474750757851,1,3,1,un_an,0,1,0,1
25,3,54.78609460491675,3,1,6,un_an,0,1,0,1
55,63,62.614750528195046,3,0,9,deux_ans,0,0,1,0
29,19,70.471876326789,3,1,1,deux_ans,0,0,1,1
41,23,46.90216147904267,5,1,8,mensuel,1,0,0,0
45,29,45.63783423341765,2,0,8,mensuel,1,0,0,0
70,30,61.834722371920186,4,1,3,mensuel,1,0,0,0
25,39,64.48357629903283,1,4,9,mensuel,1,0,0,0
45,25,73.67770960003286,4,1,8,mensuel,1,0,0,0
53,8,78.43773149903112,2,1,3,mensuel,1,0,0,0
43,58,43.01874358856703,2,2,10,mensuel,1,0,0,0
25,16,48.7583013611287,5,1,5,mensuel,1,0,0,0
67,1,45.58495424873796,3,0,3,mensuel,1,0,0,0
45,5,93.24894803182843,3,1,5,deux_ans,0,0,1,0
45,3,62.59458819594929,2,0,9,un_an,0,1,0,0
54,65,65.32258590490042,5,1,4,deux_ans,0,0,1,0
58,4,66.15548728027025,5,1,6,mensuel,1,0,0,0
53,64,50.68659972564721,1,2,3,mensuel,1,0,0,0
44,10,96.28539037892061,3,1,3,mensuel,1,0,0,0
71,21,73.22053309637457,2,1,5,mensuel,1,0,0,0
34,46,65.79181059555899,4,2,8,mensuel,1,0,0,1
26,27,42.89487157698868,3,2,8,deux_ans,0,0,1,0
50,66,41.761350166875104,1,2,3,deux_ans,0,0,1,0
70,41,58.82184936788463,5,2,8,mensuel,1,0,0,0
37,13,51.0001641285634,2,0,8,mensuel,1,0,0,0
30,9,43.651113089068964,3,2,3,mensuel,1,0,0,0
45,36,57.580839608568894,4,1,10,mensuel,1,0,0,0
65,58,60.67143943448222,1,2,10,mensuel,1,0,0,0
46,54,67.8357084092054,1,3,2,mensuel,1,0,0,0
30,12,54.92161057251474,3,1,10,mensuel,1,0,0,0
63,14,44.84798610679938,4,2,2,mensuel,1,0,0,0
52,34,45.541582280175064,1,0,9,mensuel,1,0,0,0
23,53,89.25945458452375,2,0,7,mensuel,1,0,0,0
35,20,39.96484627276516,1,4,6,mensuel,1,0,0,0
68,16,72.2636459658254,4,1,7,deux_ans,0,0,1,0
22,70,75.39092659548791,5,1,8,mensuel,1,0,0,1
64,56,62.574490483286624,5,0,1,deux_ans,0,0,1,0
42,58,100.35658116810357,3,3,8,un_an,0,1,0,0
19,4,75.03437986055398,4,2,3,deux_ans,0,0,1,0
27,4,101.858060966093,1,2,3,un_an,0,1,0,0
73,20,51.97871996170255,1,1,6,un_an,0,1,0,0
47,10,52.32109180213163,5,2,4,deux_ans,0,0,1,0
67,24,75.5507431736003,5,0,4,mensuel,1,0,0,0
62,26,59.77068725361595,2,2,4,mensuel,1,0,0,0
22,37,98.71330849784036,5,2,10,deux_ans,0,0,1,0
72,54,71.83400767261875,2,2,9,un_an,0,1,0,0
73,21,44.10851560286569,1,2,8,deux_ans,0,0,1,1
50,38,30.263671829119488,2,2,3,un_an,0,1,0,1
71,46,63.43522815313471,2,2,1,deux_ans,0,0,1,0
18,4,63.21753740933533,3,0,1,un_an,0,1,0,1
35,60,71.27531846616775,5,1,1,un_an,0,1,0,0
49,57,89.21381147511806,2,1,4,mensuel,1,0,0,0
64,45,86.58226607987855,1,3,6,deux_ans,0,0,1,1
66,20,53.42197935327135,4,1,4,un_an,0,1,0,0
28,17,39.12361196391157,2,5,3,un_an,0,1,0,1
38,71,40.317577299818595,5,3,8,un_an,0,1,0,0
43,4,50.26396589357243,3,3,8,mensuel,1,0,0,0
42,14,57.66536903921962,1,2,6,mensuel,1,0,0,1
39,3,71.10124277930333,3,1,9,deux_ans,0,0,1,0
44,58,48.980648062080405,4,3,10,un_an,0,1,0,0
66,55,70.60783942226628,2,2,1,mensuel,1,0,0,1
30,4,72.24080291718104,2,0,8,mensuel,1,0,0,0
50,24,67.86687765191779,5,3,6,un_an,0,1,0,0
51,34,42.4275400597461,2,1,1,un_an,0,1,0,0
58,30,74.35653450471916,1,1,4,un_an,0,1,0,1
52,19,106.62539257533446,4,2,5,un_an,0,1,0,0
18,31,69.91793653825809,3,1,7,mensuel,1,0,0,0
